cell,d,k,sigma,N,encoding,cluster,r2_bb,r2_law,Lambda,depth_sel,terms_sel,law_top1_regret,law_top5_regret,law_spearman,bb_top1_regret,bb_top5_regret,bb_spearman
201,9,2,0.0,300,continuous,d9_k2_s0.0,0.9932391054503522,0.8924064890360979,0.8984810244975856,2.0,4.0,0.036235764366380034,0.0,0.9279185494909343,0.0,0.0,0.9974437965237283
202,9,2,0.1,30,continuous,d9_k2_s0.1,0.92799753914607,-2.548966901355552,0.0,1.0,4.0,0.29315303574599755,0.0,0.8167744173401084,0.0,0.0,0.9861191007443796
203,9,2,0.1,100,continuous,d9_k2_s0.1,0.9723972352840962,0.7861056138376151,0.8084202477272018,2.0,4.0,0.036235764366380034,0.0,0.9207543172144825,0.0,0.0,0.9938283989274932
204,9,2,0.1,300,continuous,d9_k2_s0.1,0.9776374973431373,0.8853174327823962,0.9055682041537548,2.0,4.0,0.0,0.0,0.928811430071438,0.0,0.0,0.9955875349220932
205,9,2,0.3,30,continuous,d9_k2_s0.3,0.8192537506428739,0.7515971363220921,0.9174167780523542,1.0,4.0,0.0,0.0,0.7812521328258301,0.0,0.0,0.9626724542028386
206,9,2,0.3,100,continuous,d9_k2_s0.3,0.9007123762488034,0.7249557550700564,0.8048693169836074,2.0,4.0,0.0,0.0,0.8628110175688598,0.0,0.0,0.9769853561584759
207,9,2,0.3,300,continuous,d9_k2_s0.3,0.8790232044662171,0.816604471025696,0.9289908012400827,2.0,4.0,0.0,0.0,0.9240860255376595,0.0,0.0,0.9847000918755742
208,9,2,0.0,30,binary,d9_k2_s0.0,0.9433675559699491,0.4407821620539343,0.4672432916147217,1.0,4.0,0.09215394407494937,0.0,0.8421814902450453,0.0,0.0,0.9897896475005833
209,9,2,0.0,100,binary,d9_k2_s0.0,0.9994101959808891,0.754917523271232,0.7553630394277743,2.0,4.0,0.0,0.0,0.9109681310817516,0.0,0.0,0.9998541217496503
210,9,2,0.0,300,binary,d9_k2_s0.0,0.9999640441074757,0.8749810258081341,0.8750124876630979,2.0,4.0,0.0,0.0,0.9457672317414442,0.0,0.0,0.9999488113594531
211,9,2,0.1,30,binary,d9_k2_s0.1,0.9443837357893967,0.8667488793628431,0.9177931030740806,1.0,4.0,0.09215394407494937,0.0,0.8736196907146462,0.0,0.0,0.9851905450268315
212,9,2,0.1,100,binary,d9_k2_s0.1,0.9740815511273323,0.844336926146933,0.8668031184552852,2.0,4.0,0.0,0.0,0.9242938900985569,0.0,0.0,0.9960830377251844
213,9,2,0.1,300,binary,d9_k2_s0.1,0.9860883169857648,0.8693903820031528,0.881655696581692,2.5,4.0,0.22460495932764798,0.0,0.9327748936418419,0.0,0.0,0.9969911204584027
214,9,2,0.3,30,binary,d9_k2_s0.3,0.73092515865735,0.510405708202152,0.6983009165257436,1.0,4.0,0.09215394407494937,0.14805014195274496,0.8342026097150379,0.0,0.0,0.957505178162251
215,9,2,0.3,100,binary,d9_k2_s0.3,0.8779044101753787,0.7488064859097058,0.8529476298679454,2.0,4.0,0.22460495932764798,0.0,0.9220025591179442,0.0,0.0,0.9860136883674941
216,9,2,0.3,300,binary,d9_k2_s0.3,0.8539718327257562,0.7731873304533723,0.9054014439626993,2.0,4.0,0.0,0.0,0.9437459951363734,0.0,0.0,0.9876314744137894
217,9,3,0.0,30,integer,d9_k3_s0.0,0.9368401484625939,0.8383519316931048,0.8948719085842834,1.0,4.0,0.23859962570178736,0.0,0.8634250487569285,0.0,0.0,0.9807963174769841
218,9,3,0.0,100,integer,d9_k3_s0.0,0.9791868920918299,0.8443064465288773,0.8622526029992003,2.0,4.0,0.23859962570178736,0.0,0.951099319370746,0.0,0.0,0.9969247932799579
219,9,3,0.0,300,integer,d9_k3_s0.0,0.9923448232666922,0.8506385811080869,0.8572006032216467,2.0,4.0,0.18055784462879598,0.0,0.9343588835410958,0.0,0.0,0.9979517371983574
220,9,3,0.1,30,integer,d9_k3_s0.1,0.9437541015888472,0.7053901955086201,0.7474300713724772,1.0,4.0,0.18055784462879598,0.0,0.9002083661425667,0.0,0.0,0.9838400240001499
221,9,3,0.1,100,integer,d9_k3_s0.1,0.9600406545414472,0.834479053868082,0.8692122046296692,2.0,4.0,0.214987093123985,0.08955454692058532,0.9251950445875474,0.0,0.0,0.9919743873399208
222,9,3,0.1,300,integer,d9_k3_s0.1,0.9743208179538889,0.8735583773546168,0.8965818663190661,2.0,4.0,0.23859962570178736,0.0,0.9574984979983556,0.0,0.0,0.9936962106013162
223,9,3,0.3,30,integer,d9_k3_s0.3,0.7489011037888014,0.43519630499080186,0.5811131840894338,1.0,4.0,0.27560851923813096,0.18055784462879598,0.8969729470069788,0.214987093123985,0.0,0.9390036187726172
224,9,3,0.3,100,integer,d9_k3_s0.3,0.8136976059112717,0.5984071367293448,0.7354171038259107,1.0,4.0,0.23859962570178736,0.0,0.9085913097008342,0.18055784462879598,0.0,0.9721041381508633
225,9,3,0.3,300,integer,d9_k3_s0.3,0.8843407384727808,0.7946979911193257,0.8986332490932575,2.0,4.0,0.08955454692058532,0.0,0.9480859338616805,0.0,0.0,0.9891997449984061
226,9,3,0.0,30,continuous,d9_k3_s0.0,0.8712126620901589,-1.662284055705777,0.0,1.0,4.0,0.09529704545673977,0.09529704545673977,0.47960081000506244,0.02767575925075667,0.0,0.9693510584441153
227,9,3,0.0,100,continuous,d9_k3_s0.0,0.9796347423260567,0.8388526450384418,0.8562912367181464,2.0,4.0,0.021213916035576413,0.0,0.9271887949299682,0.0,0.0,0.990487503046894
228,9,3,0.0,300,continuous,d9_k3_s0.0,0.9893919248204033,0.90731622924906,0.917044304170724,2.0,4.0,0.021213916035576413,0.0,0.9410865692910579,0.0,0.0,0.994722779517372
229,9,3,0.1,30,continuous,d9_k3_s0.1,0.8039154474703113,-0.6631224948102619,0.0,1.0,4.0,0.3239602930796854,0.03372594942963998,0.5562070387939925,0.02767575925075667,0.0,0.9779956124725779
230,9,3,0.1,100,continuous,d9_k3_s0.1,0.9564500048772172,0.7812384446689604,0.8168105396886381,2.0,4.0,0.021213916035576413,0.0,0.9147839048994055,0.0,0.0,0.9931569572309826
231,9,3,0.1,300,continuous,d9_k3_s0.1,0.9705833026893746,0.861230777419532,0.8873331892617158,2.0,4.0,0.02767575925075667,0.021213916035576413,0.9295957474734216,0.02767575925075667,0.0,0.9913910711941948
232,9,3,0.3,30,continuous,d9_k3_s0.3,0.775292745690549,0.3335654361721657,0.4302444954196764,1.0,4.0,0.18555589780629486,0.0591212538065373,0.7821960137250857,0.021213916035576413,0.0,0.9680490503065642
233,9,3,0.3,100,continuous,d9_k3_s0.3,0.8997191881228028,0.8344639863405716,0.9274715904210276,2.0,4.0,0.021213916035576413,0.021213916035576413,0.9205979412371326,0.10477044530885284,0.0,0.9813995087469296
234,9,3,0.3,300,continuous,d9_k3_s0.3,0.904826808167286,0.7997489876067583,0.8838696868703952,2.0,4.0,0.021213916035576413,0.0,0.9426835167719798,0.0,0.0,0.9821333883336769
235,9,3,0.0,30,binary,d9_k3_s0.0,0.9143870222216652,0.5551893210118786,0.6071710419324935,1.0,4.0,0.9004927659786751,0.29979100997415653,0.7276599157238932,0.0,0.0,0.9661725587823254
236,9,3,0.0,100,binary,d9_k3_s0.0,0.9830557342742879,0.6747231895780752,0.686352936109131,2.0,4.0,0.6622807015502186,0.1372248389481604,0.8571789141242175,0.0,0.0,0.9924938327532112
237,9,3,0.0,300,binary,d9_k3_s0.0,0.9966911175235007,0.7579983698748618,0.7605148240492764,2.0,4.0,0.6622807015502186,0.30083147793158693,0.8783197072338673,0.0,0.0,0.9988097234791514
238,9,3,0.1,30,binary,d9_k3_s0.1,0.9345123570667081,0.6745130737643459,0.7217807968655863,2.0,4.0,0.40421886098160975,0.0,0.7932794515754656,0.0,0.0,0.9518284891785246
239,9,3,0.1,100,binary,d9_k3_s0.1,0.964188498929339,0.6838809100573116,0.7092813395064466,2.5,4.0,0.9004927659786751,0.0,0.8592638263148115,0.0,0.0,0.9826234253281957
240,9,3,0.1,300,binary,d9_k3_s0.1,0.9749669148779564,0.7629898714227231,0.7825802699348336,2.0,4.0,0.6622807015502186,0.0,0.8559693292348212,0.0,0.0,0.9930119067965483
241,9,3,0.3,30,binary,d9_k3_s0.3,0.7000860296506206,0.5515195854989545,0.7877883033520774,1.0,4.0,1.0954015580610967,0.29979100997415653,0.7068808298846474,0.1372248389481604,0.0,0.8984454872385126
242,9,3,0.3,100,binary,d9_k3_s0.3,0.8698596650921616,0.6159891203655694,0.708147699089261,2.0,4.0,0.766273320147816,0.0,0.8025997694454751,0.0,0.0,0.9703332764883169
243,9,3,0.3,300,binary,d9_k3_s0.3,0.85940332993842,0.6785240218289665,0.7895291979815645,2.0,4.0,0.6622807015502186,0.0,0.8908770671205809,0.0,0.0,0.9830366845361274
244,20,1,0.0,30,integer,d20_k1_s0.0,0.6912807362842193,-1.7435890966402154,0.0,2.0,4.0,0.358811656785839,0.22093322836545237,0.5278840897050258,0.0,0.0,0.944332214576341
245,20,1,0.0,100,integer,d20_k1_s0.0,0.9767433433830345,0.5477810487470129,0.560823938507455,1.5,4.0,0.3899850499648295,0.030048313383799385,0.7086659350682484,0.030048313383799385,0.0,0.989917124482028
246,20,1,0.0,300,integer,d20_k1_s0.0,0.9848607780209143,0.5644420263629615,0.5731185960082726,2.0,4.0,0.3973344024817332,0.0,0.7113853253506609,0.0,0.0,0.9916901355633471
247,20,1,0.1,30,integer,d20_k1_s0.1,0.6019556140613123,-0.9780075378009909,0.0,1.0,4.0,0.5587807795485151,0.24861596358011467,0.5203153350171363,0.0,0.0,0.9177482984268652
248,20,1,0.1,100,integer,d20_k1_s0.1,0.9606503933224867,0.4565350158598679,0.47523533955043185,1.5,4.0,0.0,0.0,0.6198488740554627,0.0,0.0,0.9858903493146831
249,20,1,0.1,300,integer,d20_k1_s0.1,0.9666024463924354,0.5579214780000807,0.577198495702511,2.0,4.0,0.3578279541677278,0.3578279541677278,0.7198247538882856,0.0,0.0,0.989081994262464
250,20,1,0.3,30,integer,d20_k1_s0.3,0.7756727211078449,0.41755956010635675,0.53831925339592,2.0,4.0,0.5228379924094133,0.25374512761551726,0.3416324996354906,0.0,0.0,0.9317158232238951
251,20,1,0.3,100,integer,d20_k1_s0.3,0.8408841027757414,0.39198794987358165,0.46616168456465923,2.0,4.0,0.25374512761551726,0.030048313383799385,0.7479715536333776,0.030048313383799385,0.0,0.9511538822117638
252,20,1,0.3,300,integer,d20_k1_s0.3,0.897923944823483,0.5735760215293149,0.6387801827047506,2.0,4.0,0.3973344024817332,0.12680253591723636,0.7287884357516423,0.0,0.0,0.978938743367146
253,20,1,0.0,30,continuous,d20_k1_s0.0,0.27480871385229044,-0.5847866287668648,0.0,2.0,4.0,0.1496936755901587,0.10847186186944967,0.5153863461646635,0.0,0.0,0.9598678116738228
254,20,1,0.0,100,continuous,d20_k1_s0.0,0.9646192906285691,0.4423821161934419,0.45860799228385235,1.0,4.0,0.045787164013121835,0.0,0.6723720773254833,0.0,0.0,0.9861191007443796
255,20,1,0.0,300,continuous,d20_k1_s0.0,0.9759714762519662,0.49326689049523975,0.505411174914187,2.0,4.0,0.0,0.0,0.7146194663716647,0.0,0.0,0.9912916955730973
256,20,1,0.1,30,continuous,d20_k1_s0.1,0.5948112372100582,0.108073414896382,0.18169363343452732,1.0,4.0,0.0,0.0,0.615366471040444,0.0,0.0,0.9378079237995237
257,20,1,0.1,100,continuous,d20_k1_s0.1,0.9511831758335824,0.30576004616419294,0.3214523279348754,1.0,4.0,0.3724499763221924,0.0,0.6312808205051281,0.0,0.0,0.9831121444509027
258,20,1,0.1,300,continuous,d20_k1_s0.1,0.9635536411190802,0.5258351119026556,0.5457247935796764,2.0,4.0,0.0,0.0,0.7552425327658298,0.0,0.0,0.9889841186507414
259,20,1,0.3,30,continuous,d20_k1_s0.3,0.5989897044877006,-0.7708472442922709,0.0,2.0,4.0,0.5925750026791416,0.372442559094405,0.1494652466577916,0.24723234775391068,0.0,0.8450795942474639
260,20,1,0.3,100,continuous,d20_k1_s0.3,0.7599351978353934,0.16428238297648734,0.21617946299162194,1.0,4.0,0.2075718496507656,0.2075718496507656,0.5294050587816174,0.011365250869632774,0.0,0.9665156657229106
261,20,1,0.3,300,continuous,d20_k1_s0.3,0.8770673937277933,0.43620735253362364,0.49734758771457077,2.0,4.0,0.2741291857241614,0.0,0.7031153319708248,0.0,0.0,0.9569206682541764
262,20,1,0.0,30,binary,d20_k1_s0.0,0.7978360389422159,0.28615851569933093,0.3586683249840714,1.0,4.0,0.26574301971160075,0.14769647260817495,0.6206487107654384,0.02705108921237821,0.0,0.9717955112219451
263,20,1,0.0,100,binary,d20_k1_s0.0,0.9939226117421123,0.5462770658942028,0.5496173036416867,2.0,4.0,0.48002847005888927,0.25205268632845973,0.7463707830797015,0.0,0.0,0.9992432452702829
264,20,1,0.0,300,binary,d20_k1_s0.0,0.9991901735456371,0.6957261255083858,0.6962899995699459,2.0,4.0,0.11650199531522024,0.0,0.7657782121121999,0.0,0.0,0.9996210601316258
265,20,1,0.1,30,binary,d20_k1_s0.1,0.5876085139725784,0.15867282772105096,0.27003153281141135,1.0,4.0,0.4982256765241134,0.11650199531522024,0.5603057601939171,0.028253252559888222,0.0,0.9461161007256295
266,20,1,0.1,100,binary,d20_k1_s0.1,0.9782888127777256,0.499126082551956,0.5102031997429793,2.0,4.0,0.18228352981529097,0.0,0.6861323136507748,0.0,0.0,0.9936182101138131
267,20,1,0.1,300,binary,d20_k1_s0.1,0.9834327939401895,0.6623128105715782,0.6734703323426683,2.0,4.0,0.3949513836338967,0.0,0.77083304763273,0.028253252559888222,0.0,0.9967393546209662
268,20,1,0.3,30,binary,d20_k1_s0.3,0.576968414279567,0.4749925782591603,0.8232557736323589,1.0,4.0,0.3104448377957383,0.3201457407685717,0.60284787646567,0.028253252559888222,0.0,0.9471197944987155
269,20,1,0.3,100,binary,d20_k1_s0.3,0.8507403224431457,0.27483554699467605,0.3230545675858018,1.5,4.0,0.1874709924827995,0.0,0.7142896544268705,0.028253252559888222,0.0,0.9781161757260982
270,20,1,0.3,300,binary,d20_k1_s0.3,0.889102796556054,0.5096979439714023,0.5732722312264914,2.0,4.0,0.11650199531522024,0.0,0.7804320686537806,0.0,0.0,0.9875306095663098
271,20,2,0.0,30,integer,d20_k2_s0.0,0.6552883127731775,-0.1603121651930015,0.0,2.0,4.0,0.22042200258553932,0.15319045501927417,0.48499913140221196,0.0,0.0,0.9342637766486039
272,20,2,0.0,100,integer,d20_k2_s0.0,0.951415774126748,0.47537541157735197,0.49965054659060365,1.0,4.0,0.0,0.0,0.7395092598539259,0.0,0.0,0.9821191382446139
273,20,2,0.0,300,integer,d20_k2_s0.0,0.9694057179977715,0.6259007833489985,0.6456541071799592,2.0,4.0,0.12353384652585332,0.0,0.8008077176996967,0.0,0.0,0.984953780961131
274,20,2,0.1,30,integer,d20_k2_s0.1,0.7041421961493687,-0.09483461930944714,0.0,1.0,4.0,0.1558672084838994,0.0,0.6926484557223006,0.0,0.0,0.9638503365646034
275,20,2,0.1,100,integer,d20_k2_s0.1,0.9148744464488339,0.6635693404813867,0.7253119190912916,1.5,4.0,0.0,0.0,0.7407536470744506,0.0,0.0,0.9771464196651228
276,20,2,0.1,300,integer,d20_k2_s0.1,0.956059757221238,0.6089398431739956,0.636926550432227,2.0,4.0,0.0,0.0,0.7055763509999797,0.0,0.0,0.9868752929705809
277,20,2,0.3,30,integer,d20_k2_s0.3,0.26822063532662355,-0.5338552746969403,0.0,1.0,4.0,0.19671075807436683,0.12353384652585332,0.5539114954514273,0.0,0.0,0.9333718335739598
278,20,2,0.3,100,integer,d20_k2_s0.3,0.7795511993221041,0.47146950842462043,0.6047960786085753,1.0,4.0,0.0,0.0,0.7071652044023307,0.0,0.0,0.9740309001931261
279,20,2,0.3,300,integer,d20_k2_s0.3,0.8112864763859525,0.5052603936473947,0.6227891236375395,2.0,4.0,0.1558672084838994,0.0,0.7750226454582937,0.0,0.0,0.9746230288939305
280,20,2,0.0,30,continuous,d20_k2_s0.0,0.4181151621650193,-5611.906389253347,0.0,2.0,4.0,0.5076317052527153,0.29772818228087555,0.5084124275776722,0.0,0.0,0.9273558584741154
281,20,2,0.0,100,continuous,d20_k2_s0.0,0.947507408871701,-1.7460705799058878,0.0,1.5,4.0,0.41766468001572205,0.019475611927314392,0.6838233363958524,0.07479986776356626,0.0,0.98662816642604
282,20,2,0.0,300,continuous,d20_k2_s0.0,0.9813243544662139,0.6567339088570208,0.6692322531975146,2.0,4.0,0.0,0.0,0.7851705323158269,0.011824855696951462,0.0,0.9904361277257981
283,20,2,0.1,30,continuous,d20_k2_s0.1,0.5464805091522906,-13.039729172287698,0.0,2.0,4.0,0.40455150795013467,0.39038968503619853,0.26483284270526686,0.0,0.0,0.9294761217257608
284,20,2,0.1,100,continuous,d20_k2_s0.1,0.9432091215288548,0.4872841644570822,0.5166236769076614,2.0,4.0,0.7276633260984003,0.5521947234372473,0.6034967093544334,0.011824855696951462,0.0,0.9876356102225639
285,20,2,0.1,300,continuous,d20_k2_s0.1,0.9678942925518037,0.6297963865345857,0.6506871580719417,2.0,4.0,0.18916237203692274,0.12805407532518695,0.6920036375227345,0.07479986776356626,0.0,0.9849622185138656
286,20,2,0.3,30,continuous,d20_k2_s0.3,0.6377584610571401,-0.05026217786078879,0.0,2.0,4.0,0.5488988829566315,0.3265504806732716,0.298666304164401,0.07479986776356626,0.011824855696951462,0.9599452496578104
287,20,2,0.3,100,continuous,d20_k2_s0.3,0.8910579015623121,0.5674321110933302,0.6368072266666831,1.5,4.0,0.12805407532518695,0.0,0.6983771773573585,0.019475611927314392,0.0,0.9651266570416064
288,20,2,0.3,300,continuous,d20_k2_s0.3,0.8776439092691988,0.5275269120235555,0.6010716948549434,2.0,4.0,0.18916237203692274,0.0,0.7535349595934975,0.019475611927314392,0.0,0.9621948887180544
289,20,2,0.0,30,binary,d20_k2_s0.0,0.4561074235539566,0.3801501892625784,0.8334663494412679,1.0,4.0,0.23021319185903738,0.0,0.5247286936557599,0.0,0.0,0.934054900343127
290,20,2,0.0,100,binary,d20_k2_s0.0,0.9042709825279263,0.2906398784474361,0.3214079452543534,2.0,4.0,0.23021319185903738,0.018452322445769973,0.7669195088998764,0.0,0.0,0.965127407046294
291,20,2,0.0,300,binary,d20_k2_s0.0,0.957051689868473,0.4845948405245566,0.5063413456708427,2.0,4.0,0.22336470042201934,0.018452322445769973,0.7420037763926323,0.0,0.0,0.9837500234376464
292,20,2,0.1,30,binary,d20_k2_s0.1,0.22270779734697577,-0.02169911433296079,0.0,1.0,4.0,0.23021319185903738,0.0751054530096376,0.6571723951925669,0.0751054530096376,0.0,0.8636515853224082
293,20,2,0.1,100,binary,d20_k2_s0.1,0.9133985022379498,0.4668755608006713,0.5111411499545522,2.0,4.0,0.23021319185903738,0.0751054530096376,0.7690357746742708,0.0,0.0,0.9627684548028426
294,20,2,0.1,300,binary,d20_k2_s0.1,0.9322559623331547,0.5364577106098769,0.5754403643257862,2.0,4.0,0.23021319185903738,0.0751054530096376,0.7635016339192782,0.0,0.0,0.9740537753360957
295,20,2,0.3,30,binary,d20_k2_s0.3,0.3041491744955592,0.4336287392818181,1.0,1.0,4.0,0.23021319185903738,0.23021319185903738,0.5149229681743867,0.2106483757342382,0.0,0.8653623460146626
296,20,2,0.3,100,binary,d20_k2_s0.3,0.8231667037871833,0.3573015892131909,0.43405738785271075,2.0,4.0,0.23021319185903738,0.0751054530096376,0.7605839920471062,0.0,0.0,0.9503660022875142
297,20,2,0.3,300,binary,d20_k2_s0.3,0.8140185482691563,0.4482446948159061,0.550656610674298,2.0,4.0,0.22336470042201934,0.018452322445769973,0.7214950258438879,0.0751054530096376,0.0,0.9391091819323871
298,20,3,0.0,30,integer,d20_k3_s0.0,0.6865292553327205,-0.05669410167992761,0.0,1.0,4.0,0.2748615452061794,0.0729420233348992,0.6024622655984718,0.0729420233348992,0.036688499759584145,0.8974751092194326
299,20,3,0.0,100,integer,d20_k3_s0.0,0.9530330617046707,0.743173902571165,0.7797986580254257,2.0,4.0,0.0729420233348992,0.036688499759584145,0.8787795733363198,0.0,0.0,0.9831108319426995
300,20,3,0.0,300,integer,d20_k3_s0.0,0.9756580969314916,0.7810192671485072,0.8005050843167948,2.0,4.0,0.0729420233348992,0.0,0.8903660754816264,0.0,0.0,0.9879584872405451
301,20,3,0.1,30,integer,d20_k3_s0.1,0.34384274304442053,-0.008174752899082316,0.0,1.0,4.0,0.21626732441749574,0.0,0.6287428080171039,0.0,0.0,0.8437237732735828
302,20,3,0.1,100,integer,d20_k3_s0.1,0.9449690949964182,0.589523035956051,0.6238543028312323,1.5,4.0,0.0,0.0,0.8617025914258181,0.036688499759584145,0.0,0.9824230776442352
303,20,3,0.1,300,integer,d20_k3_s0.1,0.9525210365768975,0.6895930603335656,0.7239662263122043,2.0,4.0,0.0729420233348992,0.0,0.8874560567483809,0.036688499759584145,0.0,0.9818648866555415
304,20,3,0.3,30,integer,d20_k3_s0.3,0.2845689966922833,-0.4254854580898553,0.0,1.0,4.0,0.15780129640377238,0.0,0.681108504006524,0.12495619482411832,0.036688499759584145,0.8723445146532164
305,20,3,0.3,100,integer,d20_k3_s0.3,0.8733581325572217,0.6860095282892401,0.7854847887894297,1.5,4.0,0.0729420233348992,0.036688499759584145,0.8706750737208023,0.0,0.0,0.9537633360208501
306,20,3,0.3,300,integer,d20_k3_s0.3,0.8921207687290998,0.67958210565063,0.7617602117017758,2.0,4.0,0.036688499759584145,0.036688499759584145,0.8795027768224418,0.036688499759584145,0.0,0.9786447415296343
307,20,3,0.0,30,continuous,d20_k3_s0.0,0.5462219343146401,-1.8083596233794195,0.0,1.0,4.0,0.43450656132605164,0.43450656132605164,0.2914698216863855,0.0,0.0,0.9301796261226631
308,20,3,0.0,100,continuous,d20_k3_s0.0,0.9554684437522678,0.29645641875179474,0.3102733750029106,1.5,4.0,0.5486109432143882,0.45988550487624846,0.705890536815855,0.0,0.0,0.985766411040069
309,20,3,0.0,300,continuous,d20_k3_s0.0,0.9773040835447059,0.5679818810961109,0.5811721148611461,2.0,4.0,0.40457654233943036,0.2946570549967955,0.6841150882193012,0.0,0.0,0.9905619410121312
310,20,3,0.1,30,continuous,d20_k3_s0.1,0.3232313219373384,-0.1283731955295626,0.0,1.0,4.0,1.4511064768064457,0.4715878048192828,0.3681124257026607,0.0,0.0,0.9475840474002961
311,20,3,0.1,100,continuous,d20_k3_s0.1,0.9450074681724125,-0.27468411569006657,0.0,2.0,4.0,1.4918249791265386,0.0,0.5773331708323176,0.0,0.0,0.9781272382952393
312,20,3,0.1,300,continuous,d20_k3_s0.1,0.9694612906292447,0.615224798741182,0.6346048106179261,2.0,4.0,0.7614595606236818,0.0,0.7017838861492884,0.0,0.0,0.9843682148013424
313,20,3,0.3,30,continuous,d20_k3_s0.3,0.09930543569400574,-1.3441523342906057,0.0,1.0,4.0,1.317810126062242,0.6576652688817806,0.2927065794161213,0.5239505822221187,0.0,0.8698451240320251
314,20,3,0.3,100,continuous,d20_k3_s0.3,0.8137537334728331,0.42093156121660225,0.517271434713061,1.0,4.0,0.8995912105896765,0.0,0.5987099919374496,0.0,0.0,0.9707753173457334
315,20,3,0.3,300,continuous,d20_k3_s0.3,0.8674975696412436,0.5171274523242567,0.5961140070261136,2.0,4.0,0.7614595606236818,0.0,0.7155359720998256,0.06061563442562061,0.0,0.9802242514015711
316,20,3,0.0,30,binary,d20_k3_s0.0,0.5526018244947,-0.11352298059849164,0.0,1.0,4.0,0.5562454747481158,0.15664338387507207,0.4072846900033837,0.15872009689168184,0.15664338387507207,0.9392679954249714
317,20,3,0.0,100,binary,d20_k3_s0.0,0.9276258145900932,0.14791114838270647,0.15945130682684444,2.0,4.0,0.35482812697765,0.15872009689168184,0.42686291827417316,0.019604484203343094,0.0,0.9771730448315301
318,20,3,0.0,300,binary,d20_k3_s0.0,0.9722513210909576,0.44253839931972105,0.4551687302652891,2.0,4.0,0.4017561153721545,0.35482812697765,0.6281910454890482,0.0,0.0,0.98643391521197
319,20,3,0.1,30,binary,d20_k3_s0.1,0.16692200138736402,-0.1174218518593857,0.0,1.0,4.0,0.6189653636161637,0.019604484203343094,0.5460981008974635,0.0,0.0,0.880989443684023
320,20,3,0.1,100,binary,d20_k3_s0.1,0.9160222679981812,0.3528510096079772,0.38519916156522716,2.0,4.0,0.47138867563883535,0.47138867563883535,0.5998898424294893,0.019604484203343094,0.0,0.9739763373521083
321,20,3,0.1,300,binary,d20_k3_s0.1,0.956801452175109,0.44129303892051397,0.46121694100413085,2.0,4.0,0.35482812697765,0.18691550484317412,0.6792168568082905,0.019604484203343094,0.0,0.9814041962762265
322,20,3,0.3,30,binary,d20_k3_s0.3,0.5847444842273204,0.019116946584320726,0.03269282071053958,1.0,4.0,0.47138867563883535,0.3775552880967017,0.22553538746548,0.019604484203343094,0.019604484203343094,0.880637128982056
323,20,3,0.3,100,binary,d20_k3_s0.3,0.659942955140852,-0.11195587373211824,0.0,2.0,4.0,0.6189653636161637,0.019604484203343094,0.5933446118643426,0.019604484203343094,0.0,0.9622873267957924
324,20,3,0.3,300,binary,d20_k3_s0.3,0.856722706200785,0.38961690680997696,0.4547759782599538,2.0,4.0,0.1967355696297853,0.23626471678307787,0.6959514493368898,0.019604484203343094,0.0,0.961938949618435
325,67,1,0.0,30,integer,d67_k1_s0.0,0.1824539839592092,-0.499560486105431,0.0,2.0,4.0,0.2231194546019489,0.04388556966669174,0.20702286609711018,0.04388556966669174,0.0,0.565826786417415
326,67,1,0.0,100,integer,d67_k1_s0.0,0.7057499966240096,0.20253160303309747,0.28697357988227773,1.0,4.0,0.36384075509368485,0.04388556966669174,0.23153141654233084,0.0631251729592273,0.010535541146886837,0.9299101869386683
327,67,1,0.0,300,integer,d67_k1_s0.0,0.9227642330673937,0.22348592385525134,0.24219179270999025,2.0,4.0,0.04388556966669174,0.009781676561330567,0.520671400635106,0.009781676561330567,0.0,0.9752138450865316
328,67,1,0.1,30,integer,d67_k1_s0.1,-0.12309003712847244,-0.6072527134000838,0.0,2.0,4.0,0.35999282064450094,0.0,0.24153091807295493,0.0631251729592273,0.0631251729592273,0.5529437683985525
329,67,1,0.1,100,integer,d67_k1_s0.1,0.7127287994016127,0.1362842350304314,0.19121471609517093,1.0,4.0,0.11082555831046066,0.055415532452971844,0.3814070690296321,0.0631251729592273,0.0,0.9386985543659647
330,67,1,0.1,300,integer,d67_k1_s0.1,0.924165945808189,0.1949471663704564,0.21094389731053534,2.0,4.0,0.055415532452971844,0.010535541146886837,0.49854602189002467,0.0,0.0,0.9687641797761235
331,67,1,0.3,30,integer,d67_k1_s0.3,-0.2504637386452979,-0.24064160466569273,0.0,2.0,4.0,0.34118774999573054,0.24822112921093192,0.12842451193181317,0.0323300289677247,0.010535541146886837,0.5452391577447359
332,67,1,0.3,100,integer,d67_k1_s0.3,0.5878496401236741,-0.2077772471649506,0.0,1.0,4.0,0.19505885190635586,0.0,0.3906217765792783,0.055415532452971844,0.0,0.8965681660510378
333,67,1,0.3,300,integer,d67_k1_s0.3,0.8091219877270401,0.12923994263996597,0.1597286251026532,2.0,4.0,0.22596117515998415,0.0323300289677247,0.48136343733539494,0.0323300289677247,0.0,0.957448859055369
334,67,1,0.0,30,continuous,d67_k1_s0.0,0.014293506959274338,-0.5324760713599552,0.0,2.0,4.0,0.30840725294973087,0.09060445145036887,0.11471077944237151,0.06494783194782466,0.04848446708537541,0.6417248232801455
335,67,1,0.0,100,continuous,d67_k1_s0.0,0.7782144542861131,-0.10219127976903986,0.0,1.0,4.0,0.22195863851967626,0.027396672399531145,0.16986649916561977,0.0271534251365874,0.0271534251365874,0.942718204488778
